"","ID","Fuel_Type","Station_Na","Street_Add","Intersecti","City","State","ZIP","Status_Cod","Groups_Wit","Expected_D","Access_Day","Cards_Acce","NG_Fill_Ty","NG_PSI","Latitude","Longitude","Date_Last","Updated_At","Owner_Type","Federal_Ag","Federal__1","Open_Date","NG_Vehicle","ID_2"
"151",44752,"CNG","Reno Partners - Conoco","3701 W Reno Ave","Reno Ave and N Portland Ave","Oklahoma City","OK",73107,"E","Public - Credit card at all times","NA","24 hours daily","A D M V GasCard Voyager Wright_Exp","Q",3600,35.46439,-97.584064,2017-09-06,"2017-09-06 15:15:00 UTC","P","NA","NA","NA","HD","151"
"152",46011,"CNG","Satterfield Oak Street Gulf","1305 E Oak St","Off of I-40","Conway","AR",72032,"E","Public","NA","24 hours daily","A D M V Cash FuelMan Voyager Wright_Exp","Q",3600,35.091278,-92.41043,2017-07-06,"2017-07-06 17:21:31 UTC","P","NA","NA","NA","HD","152"
"153",46139,"CNG","Circleville CNG","315 W 470 S","Located at Joe Dalton Autobody","Circleville","UT",84723,"E","Public - Credit card at all times","NA","24 hours daily","A M V","Q",3000,38.164391,-112.278183,2017-12-05,"2017-12-05 16:41:00 UTC","P","NA","NA","NA","HD","153"
"154",46195,"CNG","Love's Travel Stop #263","24169 Highway 49","NA","Lawton","OK",73507,"E","Public","NA","24 hours daily","A D M V Cash Checks EFS FleetOne FuelMan Tchek TCH Voyager Wright_Exp","Q",3600,34.713022,-98.401837,2017-01-11,"2017-12-20 03:20:34 UTC","P","NA","NA","NA","HD","154"
"155",46345,"CNG","Trillium CNG - Golden Eagle","1000 N Jefferson Ave","NA","Casa Grande","AZ",85122,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Comdata EFS TCH Trillium Voyager Wright_Exp","Q",3600,32.882266,-111.778103,2016-10-04,"2017-12-20 14:04:48 UTC","P","NA","NA","NA","HD","155"
"156",46346,"CNG","Trillium CNG - Golden Eagle","705 E Ajo Way","NA","Tucson","AZ",85713,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Comdata EFS Tchek TCH Trillium Voyager Wright_Exp","Q",3600,32.179075,-110.960085,2016-10-04,"2017-12-07 21:50:53 UTC","P","NA","NA","NA","HD","156"
"157",47291,"CNG","Love's Travel Stop #203","800 S Morgan Rd","Located at intersection of I-40 and Morgan Rd","Oklahoma City","OK",73128,"E","Public","NA","24 hours daily","A D M V Cash EFS FleetOne FuelMan Tchek TCH Voyager Wright_Exp","Q",3600,35.4576941,-97.6886842,2017-01-11,"2017-12-20 03:16:10 UTC","P","NA","NA","NA","HD","157"
"158",47293,"CNG","Chickasaw Travel Stop - Thackerville","22983 Brown Springs Rd","I-35 & Exit 1","Thackerville","OK",73459,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Comdata EFS FleetOne Voyager Wright_Exp","Q",3600,33.736202,-97.143504,2017-09-06,"2017-09-06 15:26:08 UTC","P","NA","NA","NA","HD","158"
"159",47301,"CNG","Love's Travel Stop #468","9600 Longstreet Rd W","I-45, Exit 95","Willis","TX",77378,"E","Public","NA","24 hours daily","A D M V Cash Checks EFS FleetOne FuelMan Tchek TCH Voyager Wright_Exp","Q",3600,30.4375178,-95.5000799,2017-01-11,"2017-12-20 13:27:01 UTC","P","NA","NA","NA","HD","159"
"160",47302,"CNG","Salt Lake Community College","4600 S Redwood Rd","NA","Salt Lake City","UT",84123,"E","Public - Credit card at all times","NA","7am-4pm daily","M V","Q",3600,40.670029,-111.938861,2017-12-05,"2017-12-05 16:36:55 UTC","SG","NA","NA","NA","HD","160"
"161",47992,"CNG","City of Tulsa - West Maintenance Yard","420 W 23rd St","South side of 23rd St on West side of bridge. Station not visible from road. Must turn into City Maintenance yard.","Tulsa","OK",74107,"E","Public - Credit card at all times","NA","6am-6pm M-F","M V","Q",3600,36.1303716,-95.9950381,2017-09-06,"2017-09-06 15:14:25 UTC","LG","NA","NA","NA","HD","161"
"162",47994,"CNG","Hutch's C-Store #113","3710 Oklahoma Ave","NA","Woodward","OK",73801,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Voyager Wright_Exp","Q",3600,36.4341373,-99.4275842,2017-11-02,"2017-11-02 17:27:56 UTC","P","NA","NA","NA","HD","162"
"163",48496,"CNG","Hutch's C-Store #119","2001 E 7th St","Just off exit 40 of I-40","Elk City","OK",73644,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Voyager Wright_Exp","Q",3600,35.4073876,-99.374724,2017-11-02,"2017-11-02 17:29:17 UTC","P","NA","NA","NA","HD","163"
"164",48497,"CNG","L&S Fuels LLC","120 Cedar Springs Rd","NA","Fairview","OK",73737,"E","Public - Credit card at all times","NA","24 hours daily","D M V FuelMan Voyager Wright_Exp","Q",3600,36.2607627,-98.4909942,2017-10-03,"2017-10-03 16:35:10 UTC","P","NA","NA","NA","HD","164"
"165",48499,"CNG","7-Eleven #77","1920 S Eastern Ave","S Eastern Ave & SE 19th St","Moore","OK",73160,"E","Public - Credit card at all times","NA","24 hours daily","M V","Q",3600,35.3203401,-97.476286,2017-10-03,"2017-10-03 16:22:22 UTC","P","NA","NA","NA","HD","165"
"166",48516,"CNG","Movo Hydroco","12125 Day St","Gas station is located in an outlet mall.","Moreno Valley","CA",92557,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Voyager Wright_Exp","Q",3600,33.943692,-117.279005,2016-05-09,"2017-12-20 16:07:20 UTC","P","NA","NA","NA","HD","166"
"167",48896,"CNG","EDCO Disposal - Buena Park","6762 Stanton Ave","Easy access from I-5 and/or SR 91","Buena Park","CA",90621,"E","Public - Credit card at all times","NA","24 hours daily","A D M V","Q",3600,33.86243,-117.993767,2017-07-06,"2017-12-15 13:31:57 UTC","P","NA","NA","NA","HD","167"
"168",48901,"CNG","Clean Energy - San Diego Airport - India Shell","3519 India St","NA","San Diego","CA",92103,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FuelMan Voyager Wright_Exp","Q",0,32.7395007,-117.1776595,2017-03-03,"2017-03-03 18:33:07 UTC","P","NA","NA","NA","HD","168"
"169",49286,"CNG","Freedom CNG","6000 Debbielou Gardens Dr","NA","Houston","TX",77034,"E","Public - Credit card at all times","NA","24 hours daily; also fills CNG tube trailers","D M V FuelMan Voyager Wright_Exp","Q",3600,29.6189478,-95.1903621,2017-08-02,"2017-08-02 19:07:55 UTC","P","NA","NA","NA","HD","169"
"170",49541,"CNG","Lemoore Area School District","857 Iona Ave","NA","Lemoore","CA",93245,"E","Public - Credit card at all times","NA","24 hours daily","M V","Q",3600,36.2836786,-119.7933699,2017-05-04,"2017-05-04 13:21:44 UTC","P","NA","NA","NA","HD","170"
"171",49543,"CNG","Rocky Mountain C-Stores - Parachute","201 Columbine Ct","Located near the Shell station on the north side of I-70 at the Parachute CO exit","Parachute","CO",81635,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Voyager Wright_Exp","Q",3600,39.4535176,-108.0463122,2017-11-02,"2017-11-02 17:36:23 UTC","P","NA","NA","NA","HD","171"
"172",49550,"CNG","CNG America - Lehi","160 N 850 E","Lehi Main St. Exit behind Alpine Credit Union.","Lehi","UT",84043,"E","Public - Credit card at all times","NA","24 hours daily; station can accommodate heavy-duty vehicles, except 18-wheelers and semi trucks.","A D M V FuelMan Wright_Exp","Q",0,40.389515,-111.836154,2017-06-02,"2017-06-02 16:59:01 UTC","P","NA","NA","NA","HD","172"
"173",50052,"CNG","CNG 4 America - Bryan","2890 N Harvey Mitchell Pkwy","Located at Big Gas Truck Stop.","Bryan","TX",77807,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Voyager Wright_Exp EFS","Q",3600,30.7255229,-96.4254319,2017-03-03,"2017-03-03 18:45:28 UTC","P","NA","NA","NA","HD","173"
"174",50053,"CNG","CNG 4 America - Katy","24985 Katy Fwy","Located at Texaco Truck Stop - Sunmart #131. Dispensers are on extended diesel islands and the new CNG auto island.","Katy","TX",77494,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts RFID cards","A D M V FuelMan Voyager Wright_Exp","Q",3600,29.7846686,-95.8011803,2017-03-03,"2017-03-03 18:48:06 UTC","P","NA","NA","NA","HD","174"
"175",50055,"CNG","CNG 4 America - Rosenberg","26111 Southwest Fwy","Located at Valero Truck Stop - US 59 Fuelmart.","Rosenberg","TX",77471,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts RFID cards","A D M V FuelMan Voyager Wright_Exp EFS","Q",3600,29.5334239,-95.7757257,2017-03-03,"2017-03-03 18:48:09 UTC","P","NA","NA","NA","HD","175"
"176",50240,"CNG","Clean N' Green","13793 Redwood Ave","NA","Chino","CA",91710,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Clean N' Green card","D M V FuelMan Voyager Wright_Exp","B",3600,34.0022676,-117.6869153,2017-07-06,"2017-07-06 17:28:32 UTC","P","NA","NA","NA","HD","176"
"177",50268,"CNG","OnCue Express #112 - C-Store","13600 N Western Ave","SE Corner of Memorial & N Western.","Oklahoma City","OK",73114,"E","Public","NA","24 hours daily","M V Cash FuelMan Voyager Wright_Exp","Q",3600,35.608007,-97.53153,2017-12-05,"2017-12-05 16:30:04 UTC","P","NA","NA","NA","HD","177"
"178",50272,"CNG","Zeit Energy - Atmos Energy","1540 Tech Center Pkwy","NA","Arlington","TX",76014,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Voyager Wright_Exp","Q",3600,32.68101,-97.087873,2017-08-02,"2017-08-02 19:06:06 UTC","P","NA","NA","NA","HD","178"
"179",50645,"CNG","City of Fullerton - EcoFuelCNG","1600 W Commonwealth Ave","NA","Fullerton","CA",92833,"E","Public - Credit card at all times","NA","24 hours daily","D M V Voyager Wright_Exp","Q",3600,33.869787,-117.952097,2017-06-02,"2017-06-02 16:23:10 UTC","LG","NA","NA","NA","HD","179"
"180",50646,"CNG","Domino Express #1","1709 S Highway 183","NA","Clinton","OK",73601,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Comdata EFS FuelMan Voyager Wright_Exp","Q",3600,35.491261,-98.967672,2017-10-03,"2017-10-03 16:24:12 UTC","P","NA","NA","NA","HD","180"
"181",50647,"CNG","America's Fuel 4 U","7301 N Highway 81","NA","Duncan","OK",73533,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan GasCard Voyager Wright_Exp","Q",3600,34.5801,-97.967003,2017-11-02,"2017-11-02 17:35:43 UTC","P","NA","NA","NA","HD","181"
"182",50648,"CNG","Northeast Oklahoma Public Facilities Authority - Stilwell","81075 Highway 59","Located on east side of Highway 59, across from Maryetta School (.25 mi north of the intersection of Highway 51 and Highway 59)","Stilwell","OK",74960,"E","Public - Credit card at all times","NA","24 hours daily","D M V FuelMan Voyager Wright_Exp","Q",3600,35.805061,-94.6315197,2017-10-03,"2017-10-03 16:33:56 UTC","SG","NA","NA","NA","HD","182"
"183",51466,"CNG","American Natural Gas","2125 Sanders Rd","I-40 and Route 64","Conway","AR",72032,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Voyager Wright_Exp","Q",3600,35.106478,-92.43572,2017-08-02,"2017-08-02 19:09:33 UTC","P","NA","NA","NA","HD","183"
"184",51598,"CNG","Clean Energy - Orange County Airport Hertz","4023 Birch St","NA","Newport Beach","CA",92660,"P","PLANNED - not yet accessible (Public - Credit card at all times)","2018-06-15","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy Voyager Wright_Exp","Q",0,33.6652147,-117.8699896,2017-11-02,"2017-11-02 17:37:43 UTC","P","NA","NA","NA","HD","184"
"185",51599,"CNG","Clean Energy - Palm Desert Burrtec Waste","41575 Eclectic St","I-10, Cook St exit, go south 3 miles, right on Hovley, left on Eclectic, right on Lemon, and station is at Corporate Way","Palm Desert","CA",92260,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FuelMan Voyager Wright_Exp","Q",0,33.744099,-116.358218,2015-03-04,"2017-12-18 02:53:40 UTC","P","NA","NA","NA","HD","185"
"186",51600,"CNG","ReFuel Sacramento","8550 Fruitridge Rd","NA","Sacramento","CA",95826,"E","Public - Card key after hours","NA","24 hours daily with gate code; gate is open from 6am-5pm M-F; please call the General Manager at 916-288-2804 for more information","CleanEnergy CFN FleetOne FuelMan Voyager Wright_Exp","Q",3600,38.52282,-121.387137,2017-07-06,"2017-07-06 17:25:13 UTC","P","NA","NA","NA","HD","186"
"187",52207,"CNG","CNG Services LLC","2950 N Ohio St","Take Hydraulic exit from I-135 N or K-96 W. Left onto 29th St around to Ohio St","Wichita","KS",67219,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Voyager Wright_Exp","Q",3600,37.737098,-97.324173,2017-10-03,"2017-10-03 16:26:16 UTC","P","NA","NA","NA","HD","187"
"188",52214,"CNG","ampCNG","1606 Exchange Pkwy","NA","Waco","TX",76712,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts AMP Americas Fueling Card","A D M V FuelMan Voyager Wright_Exp Comdata EFS Trillium","Q",3600,31.4998954,-97.1735457,2017-03-03,"2017-03-03 19:41:00 UTC","P","NA","NA","NA","HD","188"
"189",52496,"CNG","Love's Travel Stop #294","8800 S Polk St","I-20, Exit 466","Dallas","TX",75232,"E","Public","NA","24 hours daily","A D M V Cash Checks EFS FleetOne FuelMan Tchek TCH Voyager","Q",3600,32.6458,-96.840129,2017-01-11,"2017-12-20 03:26:37 UTC","P","NA","NA","NA","HD","189"
"190",52497,"CNG","Love's Travel Stop #281","10801 South Fwy","I-35 W, Exit 40","Fort Worth","TX",76140,"E","Public","NA","24 hours daily","A D M V Cash Checks EFS FleetOne FuelMan Tchek TCH Voyager Wright_Exp","Q",3600,32.59915,-97.318199,2017-01-11,"2017-12-20 03:24:22 UTC","P","NA","NA","NA","HD","190"
"191",52498,"CNG","Love's Travel Stop #315","3940 N McCarty St","610 Loop, Exit 24A","Houston","TX",77013,"E","Public","NA","24 hours daily","A D M V Cash Checks EFS FleetOne FuelMan Tchek TCH Voyager Wright_Exp","Q",3600,29.798748,-95.27002,2017-01-11,"2017-12-20 03:27:29 UTC","P","NA","NA","NA","HD","191"
"192",52499,"CNG","Love's Travel Stop #234","612 Pederson Rd","I-10, Exit 737","Katy","TX",77493,"E","Public","NA","24 hours daily","A D M V Cash Checks EFS FleetOne FuelMan Tchek TCH Voyager Wright_Exp","Q",3600,29.779829,-95.881153,2017-01-11,"2017-12-20 03:18:08 UTC","P","NA","NA","NA","HD","192"
"193",52500,"CNG","GAIN Clean Fuel - Longview","131 Pittman Rd","Behind the Denny's on Eastman Rd","Longview","TX",75602,"E","Public - Credit card at all times","NA","24 hours daily","A M V","Q",3600,32.45491,-94.696363,2017-08-02,"2017-08-02 19:09:11 UTC","P","NA","NA","NA","HD","193"
"194",52501,"CNG","Love's Travel Stop #486","7401 S Choctaw Rd","I-40, take exit 166","Choctaw","OK",73020,"E","Public","NA","24 hours daily","A D M V Cash Checks EFS FleetOne FuelMan Tchek TCH Voyager Wright_Exp","Q",3600,35.39505,-97.264887,2017-01-11,"2017-12-20 13:34:54 UTC","P","NA","NA","NA","HD","194"
"195",52502,"CNG","Love's Travel Stop #283","1990 E I-30","I-30, Exit 70","Rockwall","TX",75087,"E","Public","NA","24 hours daily","A D M V Cash EFS FleetOne FuelMan Tchek TCH Voyager Wright_Exp","Q",3600,32.919169,-96.419101,2017-01-11,"2017-12-20 03:25:40 UTC","P","NA","NA","NA","HD","195"
"196",52503,"CNG","Love's Travel Stop #242","11361 I-35 Access Rd","I-35, Exit 144","Von Ormy","TX",78073,"E","Public","NA","24 hours daily","Cash A D M V FuelMan Voyager Wright_Exp EFS FleetOne Tchek TCH","Q",3600,28.741776,-99.141854,2017-06-02,"2017-06-02 16:58:02 UTC","P","NA","NA","NA","HD","196"
"197",52681,"CNG","ampCNG","9234 E Highland Dr","NA","Jonesboro","AR",72401,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts AMP Americas Fueling Card","A D M V EFS FuelMan Trillium Voyager Wright_Exp","Q",3600,35.821863,-90.570635,2017-07-06,"2017-07-06 17:26:38 UTC","P","NA","NA","NA","HD","197"
"198",52682,"CNG","Ryder Systems Inc","10641 Almond Ave","At Slover Ave","Fontana","CA",92337,"E","Public - Credit card at all times","NA","24 hours daily","A D M V","Q",3600,34.0605909,-117.4923945,2017-02-01,"2017-02-01 20:09:12 UTC","P","NA","NA","NA","HD","198"
"199",52694,"CNG","CNG America - Orem","1280 W University Pkwy","University Parkway exit on the west side.","Orem","UT",84058,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Wright_Exp","Q",0,40.275171,-111.725862,2017-06-02,"2017-06-02 16:56:53 UTC","P","NA","NA","NA","HD","199"
"200",52695,"CNG","CNG America - Bells Silver Creek - Sinclair","7102 Silver Creek Rd","1-15 Hwy 40 Junction.","Park City","UT",84098,"E","Public - Credit card at all times","NA","24 hours daily","A D M V GasCard Wright_Exp","Q",0,40.733966,-111.499338,2017-06-02,"2017-06-02 16:58:07 UTC","P","NA","NA","NA","HD","200"
"201",52992,"CNG","Clean N' Green","2137 W Williams Dr","NA","Phoenix","AZ",85027,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Clean N' Green card","D M V FuelMan Voyager Wright_Exp","Q",3600,33.691064,-112.105881,2017-07-06,"2017-07-06 17:21:22 UTC","P","NA","NA","NA","HD","201"
"202",53312,"CNG","City of Blythe","201 W 14th Ave","At the intersection of 14th and Main St.","Blythe","CA",92225,"E","Public - Credit card at all times","NA","24 hours daily","M V","Q",3600,33.603063,-114.598023,2017-05-04,"2017-05-04 13:21:56 UTC","LG","NA","NA","NA","HD","202"
"203",53316,"CNG","Gaubert Food Marts Inc","551 S Van Ave","NA","Houma","LA",70363,"E","Public","NA","24 hours daily","Cash Checks A D M V FuelMan Voyager Wright_Exp","Q",3600,29.577535,-90.7104932,2017-03-03,"2017-03-03 18:47:15 UTC","P","NA","NA","NA","HD","203"
"204",53625,"CNG","Trillium CNG","1120 E Paige Ave","NA","Tulare","CA",93274,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Voyager Wright_Exp","Q",3600,36.1830881,-119.3304254,2017-02-01,"2017-02-01 20:11:50 UTC","P","NA","NA","NA","HD","204"
"205",53629,"CNG","Trillium CNG - EZ Mart","338 State Highway 594","Near Russel Sage Rd","Monroe","LA",71201,"E","Public - Credit card at all times","NA","24 hours daily","A D M V EFS Tchek TCH Trillium Voyager Wright_Exp","Q",3600,32.493332,-91.990445,2017-06-02,"2017-12-20 14:30:39 UTC","P","NA","NA","NA","HD","205"
"206",53632,"CNG","City of Deming","116 N 8th St","8th St and Pine St.","Deming","NM",88030,"E","Public - Credit card at all times","NA","24 hours daily; customers may call Bryan Reedy (575-546-8848 x129) with questions","A D M V Voyager Wright_Exp","Q",3600,32.267665,-107.768747,2017-10-03,"2017-10-03 16:29:33 UTC","LG","NA","NA","NA","HD","206"
"207",53637,"CNG","ampCNG Trillium CNG","2225 S Pullman Rd","I-40 and Pullman Rd.","Amarillo","TX",79118,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts AMP Americas Fueling Card","A D M V FuelMan Voyager Wright_Exp Comdata EFS Trillium","Q",3600,35.1919101,-101.7070164,2017-05-04,"2017-05-04 13:21:16 UTC","P","NA","NA","NA","HD","207"
"208",53641,"CNG","ampCNG","4300 Patton Rd","NA","Rosenberg","TX",77471,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts AMP Americas Fueling Card","A D M V FuelMan Voyager Wright_Exp Comdata EFS Trillium","Q",3600,29.561748,-95.887913,2017-03-03,"2017-03-03 19:48:46 UTC","P","NA","NA","NA","HD","208"
"209",53642,"CNG","ampCNG","9422 I-20 S Frontage Rd","Station is located on I-20, west of Dallas and Fort Worth and south of Lubbock","Sweetwater","TX",79556,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts AMP Americas Fueling Card","A D M V FuelMan Voyager Wright_Exp Comdata EFS Trillium","Q",3600,32.4502619,-100.4435056,2017-03-03,"2017-03-03 19:53:31 UTC","P","NA","NA","NA","HD","209"
"210",53750,"CNG","X3Energy","1200 S Sherman St","NA","Longmont","CO",80501,"E","Public - Credit card at all times","NA","24 hours daily; station can accommodate most heavy-duty vehicles, except for tractor trailers.","A D M V Proprietor Voyager Wright_Exp","Q",3600,40.145567,-105.115579,2016-09-02,"2017-12-07 23:12:34 UTC","P","NA","NA","NA","HD","210"
"211",53754,"CNG","Freedom Fuels","501 W 70th St","NA","Shreveport","LA",71106,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts GE card.","D M V Voyager Wright_Exp","Q",3600,32.441468,-93.765557,2017-03-03,"2017-03-03 18:34:15 UTC","P","NA","NA","NA","HD","211"
"212",53774,"CNG","Trillium CNG - EVO Central Freight","5200 E Loop 820 S","NA","Fort Worth","TX",76119,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Voyager Wright_Exp Comdata EFS Trillium","Q",3600,32.683396,-97.241015,2017-05-04,"2017-05-04 13:17:11 UTC","P","NA","NA","NA","HD","212"
"213",53775,"CNG","Freedom CNG","7155 High Life Dr","NA","Houston","TX",77066,"E","Public - Credit card at all times","NA","24 hours daily; also fills CNG tube trailers","D M V FuelMan Voyager Wright_Exp","Q",3600,29.9435799,-95.5237186,2017-08-02,"2017-08-02 19:07:53 UTC","P","NA","NA","NA","HD","213"
"214",60085,"CNG","Love's Travel Stop #200","6930 I-40 E","I-40, Exit 74","Amarillo","TX",79118,"E","Public","NA","24 hours daily","A D M V Cash Checks EFS FleetOne FuelMan Tchek TCH Voyager","Q",3600,35.191671,-101.761166,2017-01-11,"2017-12-20 03:15:24 UTC","P","NA","NA","NA","HD","214"
"215",60087,"CNG","Shop A Lott #20","201 Highway 3175","NA","Natchitoches","LA",71457,"E","Public","NA","4am-10pm daily","Cash A D M V FuelMan GasCard Voyager Wright_Exp Comdata EFS FleetOne Tchek TCH","Q",3600,31.7544957,-93.0822303,2017-03-03,"2017-03-03 18:48:12 UTC","P","NA","NA","NA","HD","215"
"216",60117,"CNG","American Natural Gas","5625 SW Wenger St","NA","Topeka","KS",66609,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Shell card and Irving card","M V FuelMan GasCard Voyager Wright_Exp Comdata EFS Tchek TCH","Q",3600,38.9687286,-95.7012175,2017-01-11,"2017-10-25 19:35:37 UTC","P","NA","NA","NA","HD","216"
"217",60119,"CNG","American Natural Gas","5800 Mesa Dr","NA","Houston","TX",77028,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Shell card and Irving card","A M V FuelMan GasCard Voyager Wright_Exp Comdata EFS Tchek TCH","Q",3600,29.8169838,-95.2563928,2017-01-11,"2017-10-25 19:36:07 UTC","P","NA","NA","NA","HD","217"
"218",60210,"CNG","Questar Gas - JR's Truck Stop","2635 N Freeway Dr","Just off exit 62, along Interstate-15.","Cedar City","UT",84721,"E","Public - Credit card at all times","NA","24 hours daily","M V GasCard Wright_Exp Comdata","Q",0,37.7249492,-113.0573211,2017-06-02,"2017-06-02 16:16:40 UTC","P","NA","NA","NA","HD","218"
"219",60253,"CNG","EVO Trillium","8301 W Sherman St","Station is on the southwest corner of 83rd and Sherman.","Tolleson","AZ",85353,"E","Public - Credit card at all times","NA","24 hours daily; also accepts Comdata","A D M V Voyager Wright_Exp EFS Tchek TCH Trillium","Q",3600,33.440975,-112.239212,2017-05-04,"2017-05-04 13:21:11 UTC","P","NA","NA","NA","HD","219"
"220",60254,"CNG","EVO Trillium","11888 Mission Blvd","NA","Jurupa Valley","CA",91752,"E","Public - Credit card at all times","NA","24 hours daily","A D M V","Q",3600,34.025963,-117.544376,2016-10-04,"2017-10-16 21:07:08 UTC","P","NA","NA","NA","HD","220"
"221",60257,"CNG","ampCNG","19765 US Highway 287 E","Co-Located with ALON Truck Stop","Harrold","TX",76364,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts AMP Americas Fueling Card","A D M V FuelMan Voyager Wright_Exp EFS Trillium","Q",3600,34.0713269,-99.0094287,2017-03-03,"2017-03-03 19:40:36 UTC","P","NA","NA","NA","HD","221"
"222",60260,"CNG","Trillium CNG","1275 Meacham Rd","NA","Fort Worth","TX",76106,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Voyager Wright_Exp EFS Tchek TCH Trillium","Q",3600,32.8243446,-97.3366879,2017-04-06,"2017-04-06 14:28:22 UTC","P","NA","NA","NA","HD","222"
"223",60261,"CNG","ampCNG","3050 Fredericksburg Rd","Fredericksburg and Scenic Hills Rd","Kerrville","TX",78028,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Voyager Wright_Exp Trillium","Q",3600,30.0760617,-99.1055952,2017-03-03,"2017-03-03 19:53:44 UTC","P","NA","NA","NA","HD","223"
"224",60266,"CNG","Clean Energy - Fontana Truck Stop","14230 Valley Blvd","LCNG station","Fontana","CA",92335,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card","A D M V CleanEnergy EFS FuelMan Speedway Tchek TCH Voyager Wright_Exp","Q",3600,34.070224,-117.494603,2017-07-06,"2017-07-06 17:16:46 UTC","P","NA","NA","NA","HD","224"
"225",60646,"CNG","City of Little Rock","501 Ferry St","NA","Little Rock","AR",72202,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Diners Club","A D M V Comdata EFS FleetOne FuelMan Voyager Wright_Exp","Q",3600,34.742633,-92.263747,2017-08-02,"2017-08-02 18:46:04 UTC","LG","NA","NA","NA","HD","225"
"226",60681,"CNG","American Natural Gas","1001 S 65th Ave","Near Interstate 10","Phoenix","AZ",85043,"E","Public - Credit card at all times","NA","24 hours daily; Also accepts Shell card and Irving card","A D M V FuelMan GasCard Voyager Wright_Exp Comdata EFS Tchek TCH","Q",3600,33.4390201,-112.1982282,2017-01-11,"2017-10-25 19:35:35 UTC","P","NA","NA","NA","HD","226"
"227",60818,"CNG","Arkansas Oklahoma Gas Corp","4315 Savannah St","NA","Fort Smith","AR",72903,"E","Public - Credit card at all times","NA","24 hours daily","M V FuelMan Wright_Exp","Q",3600,35.3351962,-94.3847269,2017-04-06,"2017-04-06 14:20:07 UTC","T","NA","NA","NA","HD","227"
"228",60836,"CNG","Lafayette Consolidated Government","1515 E University Ave","NA","Lafayette","LA",70501,"E","Public - Credit card at all times","NA","24 hours daily","A D M V Voyager Wright_Exp","Q",3600,30.209862,-92.0023779,2017-06-02,"2017-06-02 16:55:43 UTC","LG","NA","NA","NA","HD","228"
"229",60947,"CNG","Clean Energy - Rex Oil Conoco","6185 N Broadway","Near the intersection of 62nd Ave and Broadway. The location is northwest of the I-70/I-25 interchange and just south of Highway 36.","Denver","CO",80216,"E","Public - Credit card at all times","NA","24 hours daily; call 866-809-4869 for Clean Energy card","D M V CleanEnergy FleetOne FuelMan Voyager Wright_Exp","Q",0,39.808523,-104.987536,2017-08-02,"2017-08-02 18:48:59 UTC","P","NA","NA","NA","HD","229"
"230",61119,"CNG","Town of Hornbeck CNG","190 Nona St","NA","Leesville","LA",71446,"E","Public - Credit card at all times","NA","24 hours daily","A D M V FuelMan Wright_Exp","Q",3600,31.151719,-93.265022,2017-06-02,"2017-06-02 16:57:28 UTC","LG","NA","NA","NA","HD","230"
"231",61152,"CNG","Blue Energy Fuels","573 W 3rd St","NA","Grove","OK",74344,"E","Public - Credit card at all times","NA","24 hours daily","D M V FuelMan Voyager Wright_Exp","Q",3600,36.594241,-94.778273,2017-09-06,"2017-09-06 15:16:56 UTC","P","NA","NA","NA","HD","231"
